extracted_words
['ne']
"['bank', 'area', 'int', 'circular', 'diam', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se']"
"['area', 'int', 'ne', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se', 'round', 'diam. c. 50m']"
"['bank', 'area', 'int', 'circular', 'diam', 'enclosed', 'earthen', 'raised', 'se', 'diam. c. 42m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 31m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['5m', 'stone', 'ne', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se', 'ne', 'diam. c. 37m']"
"['ne', 'round']"
"['slope', 'facing', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'fosse', 'se', 'diam. c. 33m']"
"['ne', 'round']"
"['area', 'int', 'diam', 'raised', 'se', 'ne', 'diam. c. 22m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se', 'diam. c. 36m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se', 'ne', 'diam. c. 28m']"
"['circular', 'slope', 'se', 'round']"
"['se', 'ne', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 24m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'fosse', 'se', 'ne', 'diam. c. 30m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 34m']"
"['ne', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 42m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'stone', 'earthen bank', 'se', 'ne', 'diam. c. 26m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 28m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne', 'diam. c. 31m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 33m']"
"['bank', 'int', 'se']"
"['int', 'circular', 'diam', '5m', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne', 'diam. c. 38m']"
"['5m', 'pasture', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 29m']"
"['bank', 'int', 'circular', 'diam', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 38m']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'earthen bank', 'se', 'ne', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 49m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'round', 'diam. c. 50m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne', 'diam. c. 32m']"
"['int', 'circular', 'diam', 'enclosed', 'situated', 'stone', 'se', 'ne', 'diam. c. 1m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'stone', 'earthen bank', 'se', 'ne', 'oval']"
"['area', 'circular', 'diam', 'circular area', 'raised', 'se', 'diam. c. 40m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 28m']"
"['bank', 'area', 'int', '5m', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 31m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 42m']"
"['int', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'raised', 'earthen bank', 'se', 'round', 'diam. c. 29m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'stone', 'earthen bank', 'se', 'ne', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se', 'ne', 'diam. c. 30m']"
"['se', 'ne', 'round']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['circular', 'diam', '5m', 'ne', 'diam. c. 27m']"
"['bank', 'area', 'int', '5m', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
"['circular', 'diam', 'ne', 'diam. c. 16m']"
['ne']
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se', 'diam. c. 37m']"
['se']
"['ne', 'round']"
"['ne', 'round']"
"['ne', 'oval']"
['se']
['se']
['se']
['se']
['se']
['se']
['se']
['se']
"['diam', '5m', 'raised', 'se', 'ne']"
['se']
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 30m']"
"['5m', 'stone', 'ne', 'round']"
"['area', 'int', 'diam', '5m', 'enclosed', 'stone', 'se', 'ne', 'round', 'diam. c. 25m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 28m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne', 'diam. c. 30m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'stone', 'earthen bank', 'se', 'ne']"
"['area', 'int', 'circular', '5m', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['area', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne', 'diam. c. 36m']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['ne', 'oval']"
"['area', 'int', 'enclosed', 'stone', 'se', 'ne', 'oval']"
['ne']
"['area', 'int', 'circular', 'diam', '5m', 'enclosed', 'raised', 'situated', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne', 'diam. c. 28m']"
"['circular', 'diam', '5m', 'ne']"
"['area', 'int', 'enclosed', 'stone', 'se', 'ne', 'oval']"
"['diam', 'enclosed', 'stone', 'se', 'ne']"
"['int', 'stone', 'se', 'ne']"
"['area', 'int', 'enclosed', 'stone', 'se', 'ne', 'oval']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne', 'diam. c. 28m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se', 'diam. c. 36m']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['circular', 'diam', '5m', 'stone', 'ne', 'diam. c. 15m']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne', 'diam. c. 28m']"
"['area', 'int', 'circular', 'diam', '5m', 'enclosed', 'raised', 'situated', 'stone', 'se', 'ne']"
"['area', 'int', 'se', 'subrectangular']"
"['int', 'circular', 'diam', 'earthen', 'se']"
"['int', 'stone', 'se', 'ne', 'subrectangular']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
['se']
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['int', 'circular', 'diam', '5m', 'stone', 'se', 'ne']"
"['int', 'circular', 'stone', 'se', 'ne', 'subcircular']"
"['5m', 'se', 'ne', 'oval']"
"['5m', 'se', 'ne', 'round']"
"['diam', '5m', 'stone', 'se', 'ne', 'round']"
"['se', 'ne']"
['ne']
['ne']
"['int', '5m', 'stone', 'se', 'ne', 'round']"
"['circular', 'diam', '5m', 'stone', 'ne']"
"['5m', 'stone', 'se', 'ne']"
"['stone', 'ne']"
['ne']
"['facing', 'se', 'ne']"
"['5m', 'stone', 'facing', 'ne']"
"['stone', 'se', 'ne']"
"['diam', '5m', 'fosse', 'stone', 'slope', 'se', 'ne']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['int', 'stone', 'ne']"
"['5m', 'stone', 'ne']"
"['area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['5m', 'slope', 'ne']"
"['situated', 'stone', 'ne']"
"['stone', 'se', 'ne']"
"['int', '5m', 'ne']"
"['stone', 'se', 'ne']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne', 'diam. c. 21.7m']"
"['area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
['int']
"['bank', 'area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'earthen', 'raised', 'earthen bank', 'se', 'diam. c. 25m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'raised', 'earthen bank', 'se', 'diam. c. 26m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'raised', 'earthen bank', 'se', 'diam. c. 31m']"
[]
['ne']
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
['ne']
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 30m']"
"['bank', 'area', 'int', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'stone', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'fosse', 'stone', 'se', 'ne', 'diam. c. 27m']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
[]
['round']
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'raised', 'fosse', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'round']"
"['int', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['circular', 'diam', 'enclosed', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'subrectangular']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne', 'square']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'stone', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 40m']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'stone', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'fosse', 'se', 'ne']"
"['stone', 'se', 'ne']"
"['5m', 'se', 'oval']"
"['circular', 'diam', 'se', 'ne']"
"['circular', 'diam', '5m', 'se', 'ne']"
"['area', 'int', 'diam', '5m', 'enclosed', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 50m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 26m']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['5m', 'se', 'ne', 'square']"
"['int', 'se']"
"['stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['se', 'round']"
[]
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se']"
"['slope', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 47m']"
"['5m', 'ne', 'oval']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne', 'subcircular']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
"['int', 'circular', 'diam', 'se']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'slope', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['circular', 'diam', 'situated', 'ne', 'diam. c. 12m']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
"['circular', 'diam', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
['area']
['area']
"['5m', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['se', 'ne', 'round']"
"['circular', 'diam', 'ne']"
"['se', 'ne', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['se', 'ne']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['situated', 'se', 'ne']"
"['bank', 'int', 'diam', '5m', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['int', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', '5m', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', '5m', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'round']"
"['int', 'circular', 'se', 'ne']"
['circular']
"['se', 'ne', 'square']"
"['stone', 'se', 'ne']"
"['stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 29m']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'raised', 'earthen bank', 'se']"
['ne']
"['5m', 'ne', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se', 'ne', 'diam. c. 28m']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
"['int', 'se', 'ne']"
"['ne', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'diam. c. 38m']"
"['situated', 'slope', 'se']"
"['stone', 'se', 'ne']"
"['bank', 'area']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['se', 'round']"
"['area', 'int', 'enclosed', 'raised', 'stone', 'se', 'ne', 'oval']"
"['circular', 'diam', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['int', '5m', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['se', 'ne', 'round']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
['ne']
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['area', 'int', 'ne']"
"['5m', 'ne', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'diam', '5m', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se', 'ne']"
"['stone', 'ne']"
"['bank', 'int', 'circular', 'diam', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'slope', 'se']"
"['bank', 'int', 'circular', 'diam', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'slope', 'se', 'ne']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'earthen bank', 'slope', 'se', 'ne', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['ne', 'oval']"
"['bank', 'area', 'enclosed', 'raised', 'fosse', 'slope', 'se', 'oval']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'earthen bank', 'se', 'oval']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['area', 'int', 'circular', 'enclosed', 'raised', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', '5m', 'enclosed', 'stone', 'se', 'ne', 'oval']"
"['slope', 'ne']"
"['bank', 'int', 'se', 'ne']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'oval']"
"['bank', 'area', 'int', 'enclosed', 'earthen', 'earthen bank', 'se', 'ne', 'oval']"
"['5m', 'ne']"
"['5m', 'ne']"
"['circular', 'diam', '5m', 'ne', 'subcircular']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'raised', 'earthen bank', 'se', 'round']"
"['bank', 'area', 'int', 'circular', 'diam', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se']"
"['int', '5m', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'enclosed', 'earthen', 'raised', 'fosse', 'earthen bank', 'se']"
"['5m', 'se', 'ne', 'round']"
"['5m', 'stone', 'ne']"
"['bank', 'circular', 'diam', 'enclosed', 'stone', 'se', 'ne', 'diam. c. 60m']"
"['int', 'circular', 'diam', '5m', 'enclosed', 'stone', 'se', 'ne']"
"['ne', 'oval']"
"['area', 'int', 'circular', 'circular area', 'raised', 'situated', 'se', 'ne']"
"['5m', 'stone', 'se', 'ne']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'fosse', 'earthen bank', 'se', 'ne']"
"['stone', 'ne']"
"['bank', 'area', 'int', 'circular', 'circular area', 'enclosed', 'earthen', 'earthen bank', 'se']"
['5m']
"['5m', 'stone', 'slope', 'ne']"
"['int', 'stone', 'ne']"
"['circular', 'diam', '5m', 'situated', 'ne', 'diam. c. 17m']"
[]
